"id","name","countryName"
"U19Q","UEFA EURO U19 Championship Qualifiers","Croatia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Serbia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Scotland"
"AA17","","Germany"
"CNLQ","CONCACAF Nations League Qualifikation","American Virgin Islands"
"CNLQ","CONCACAF Nations League Qualifikation","Anguilla"
"CNLQ","CONCACAF Nations League Qualifikation","Aruba"
"CNLQ","CONCACAF Nations League Qualifikation","British Virgin Islands"
"CNLQ","CONCACAF Nations League Qualifikation","Cayman-Inseln"
"CNLQ","CONCACAF Nations League Qualifikation","Montserrat"
"AFFC","AFF Championship","Osttimor"
"AM19","AFC Asian Cup 2019","Palästina"
"CNLQ","CONCACAF Nations League Qualifikation","Puerto Rico"
"CNLQ","CONCACAF Nations League Qualifikation","St. Kitts & Nevis"
"CNLQ","CONCACAF Nations League Qualifikation","St. Lucia"
"CNLQ","CONCACAF Nations League Qualifikation","St. Vincent & Grenadinen"
"CNLQ","CONCACAF Nations League Qualifikation","Turks- and Caicosinseln"
"EST2","Esiliiga","Estonia"
"FINJ","A-pojat SM-sarja","Finland"
"U19Q","UEFA EURO U19 Championship Qualifiers","Switzerland"
"U17Q","UEFA European Under-17 Championship qualification","Austria"
"CNLQ","CONCACAF Nations League Qualifikation","French Guiana"
"CNLQ","CONCACAF Nations League Qualifikation","Guadeloupe"
"GC19","Gold Cup 2019","Martinique"
"U17Q","UEFA European Under-17 Championship qualification","Finland"
"U19Q","UEFA EURO U19 Championship Qualifiers","Finland"
"U17Q","UEFA European Under-17 Championship qualification","Denmark"
"U19Q","UEFA EURO U19 Championship Qualifiers","Denmark"
"BJ2","B-Junioren Bundesliga West","Germany"
"BJ3","B-Junioren Bundesliga Süd/Südwest","Germany"
"BJ1","B-Junioren Bundesliga Nord/Nordost","Germany"
"SU20","U20 Elite League","Italy"
"U19Q","UEFA EURO U19 Championship Qualifiers","Czech Republic"
"U17Q","UEFA European Under-17 Championship qualification","Serbia"
"U17Q","UEFA European Under-17 Championship qualification","Croatia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Slovenia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Ukraine"
"U19Q","UEFA EURO U19 Championship Qualifiers","England"
"U19Q","UEFA EURO U19 Championship Qualifiers","Italy"
"U19Q","UEFA EURO U19 Championship Qualifiers","Romania"
"U17Q","UEFA European Under-17 Championship qualification","Luxembourg"
"U19Q","UEFA EURO U19 Championship Qualifiers","Luxembourg"
"U19Q","UEFA EURO U19 Championship Qualifiers","Russia"
"ARM2","First League","Armenia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Bosnia-Herzegovina"
"JFL","JFL","Japan"
"U19Q","UEFA EURO U19 Championship Qualifiers","Greece"
"U17Q","UEFA European Under-17 Championship qualification","Turkey"
"U19Q","UEFA EURO U19 Championship Qualifiers","Hungary"
"U19Q","UEFA EURO U19 Championship Qualifiers","Norway"
"U19Q","UEFA EURO U19 Championship Qualifiers","Turkey"
"U17Q","UEFA European Under-17 Championship qualification","Bosnia-Herzegovina"
"U17Q","UEFA European Under-17 Championship qualification","Slovenia"
"SU20","U20 Elite League","England"
"C208","CONCACAF U-20 Championship 2018","Costa Rica"
"U209","Africa U-20 Cup of Nations 2019","Ghana"
"C208","CONCACAF U-20 Championship 2018","Honduras"
"U209","Africa U-20 Cup of Nations 2019","Nigeria"
"U20F","","Paraguay"
"U209","Africa U-20 Cup of Nations 2019","South Africa"
"O18","U20-OFC-Championship 2018","Tahiti"
"C208","CONCACAF U-20 Championship 2018","Trinidad and Tobago"
"SU20","U20 Elite League","Czech Republic"
"U20F","","Uruguay"
"U20F","","Venezuela"
"U19Q","UEFA EURO U19 Championship Qualifiers","France"
"U19Q","UEFA EURO U19 Championship Qualifiers","Ireland"
"U17P","U-17 South American Championship 2019","Brazil"
"U17Q","UEFA European Under-17 Championship qualification","Italy"
"U179","Africa U-17 Cup of Nations 2019","Nigeria"
"U17Q","UEFA European Under-17 Championship qualification","Poland"
"AA17","","Portugal"
"U17Q","UEFA European Under-17 Championship qualification","Russia"
"U17Q","UEFA European Under-17 Championship qualification","Switzerland"
"U17Q","UEFA European Under-17 Championship qualification","Belgium"
"U17Q","UEFA European Under-17 Championship qualification","England"
"U17Q","UEFA European Under-17 Championship qualification","Ukraine"
"U17Q","UEFA European Under-17 Championship qualification","Sweden"
"U19Q","UEFA EURO U19 Championship Qualifiers","Sweden"
"U20F","","Chile"
"NPGG","NPSL West - Golden Gate","United States"
"CH17","Swiss U17 Elite League","Switzerland"
"U17P","U-17 South American Championship 2019","Argentina"
"U17P","U-17 South American Championship 2019","Colombia"
"OF18","U17-OFC-Championship 2018","New Zealand"
"U17P","U-17 South American Championship 2019","Uruguay"
"EE19","U19 Eliitliiga Esiliiga","Estonia"
"U17Q","UEFA European Under-17 Championship qualification","Hungary"
"U17Q","UEFA European Under-17 Championship qualification","Israel"
